시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도
경상남도 거창군1,경상남도 거창군 거창읍(거창초교 부근),2,2,0,1,0,1,127.9111,35.68783983
제주특별자치도 제주시1,제주특별자치도 제주시 연동(신제주초교 부근),2,2,0,1,1,0,126.4973173,33.48329964
제주특별자치도 제주시2,제주특별자치도 제주시 애월읍(하귀초교 부근),2,2,0,2,0,0,126.4018909,33.48016058
서울특별시 동대문구1,서울특별시 동대문구 장안동(서울안평초교 부근),2,2,0,2,0,0,127.0715752,37.56646131
서울특별시 서대문구1,서울특별시 서대문구 홍제동(인왕초교 부근),2,2,0,1,1,0,126.9454908,37.58935282
서울특별시 구로구1,서울특별시 구로구 구로동(신구로초교 부근),2,2,0,2,0,0,126.8895165,37.49992492
서울특별시 구로구2,서울특별시 구로구 구로동(구로남초교 부근),2,3,0,0,3,0,126.8906186,37.48403973
서울특별시 동작구1,서울특별시 동작구 흑석동(은로초교 부근),2,2,0,0,2,0,126.9607857,37.50373294
부산광역시 동래구1,부산광역시 동래구 안락동(충렬초교 부근),2,2,0,2,0,0,129.1124711,35.19960739
대구광역시 달서구1,대구광역시 달서구 상인동(대구월서초교 부근),2,2,0,0,2,0,128.5313429,35.82142713
대전광역시 동구1,대전광역시 동구 낭월동(산내초교 부근),2,3,0,0,3,0,127.4690122,36.2785422
대전광역시 중구1,대전광역시 중구 태평동(버드내초교 부근),2,3,0,1,2,0,127.3917497,36.31819242
울산광역시 북구1,울산광역시 북구 신천동(매곡초교 부근),2,3,0,1,2,0,129.3501417,35.64271604
울산광역시 북구2,울산광역시 북구 명촌동(명촌초교 부근),2,2,0,1,1,0,129.3572565,35.55216876
경기도 부천시 소사구1,경기도 부천시 소사구 심곡본동(부천남초교 부근),2,2,0,1,1,0,126.7818576,37.48121137
경기도 안산시 단원구1,경기도 안산시 단원구 선부동(안산화정초교 부근),2,2,0,0,2,0,126.8153763,37.34507455
경기도 광주시1,경기도 광주시 퇴촌면(도수초교 부근),2,2,0,2,0,0,127.316531,37.47151563
경기도 광주시2,경기도 광주시 오포읍(매곡초교 부근),2,2,0,1,1,0,127.2474941,37.3722549
경기도 포천시1,경기도 포천시 소흘읍(태봉초교 부근),2,3,0,0,3,0,127.1443104,37.83379445
강원도 강릉시1,강원도 강릉시 교동(상덕초교 부근),2,3,0,0,3,0,128.9098894,37.75581976
충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 분평동(분평초교 부근),2,2,1,1,0,0,127.4927202,36.6122012
충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 가경동(서현초교 부근),2,2,0,1,1,0,127.4308419,36.61878034
충청북도 진천군1,충청북도 진천군 광혜원면(만승초교 부근),2,3,0,3,0,0,127.4409353,36.99042684
전라남도 순천시1,전라남도 순천시 조례동(신흥초교 부근),2,2,0,1,1,0,127.5288381,34.9538267
전라남도 고흥군1,전라남도 고흥군 고흥읍(고흥동초교 부근),3,3,0,2,1,0,127.2888539,34.60947454
경상북도 경산시1,경상북도 경산시 옥곡동(옥곡초교 부근),3,3,0,2,1,0,128.7317181,35.81517579
경상북도 칠곡군1,경상북도 칠곡군 북삼읍(안평초교 부근),2,2,0,1,0,1,128.3366833,36.0714749
경상남도 창원시 의창구1,경상남도 창원시 의창구 동읍(신방초교 부근),2,2,0,1,1,0,128.6796057,35.28648672
제주특별자치도 제주시1,제주특별자치도 제주시 삼도일동(제주중앙초교 부근),2,2,0,0,2,0,126.5166723,33.50335666
제주특별자치도 서귀포시1,제주특별자치도 서귀포시 중문동(중문초교 부근),2,2,0,1,1,0,126.4292683,33.25140214
서울특별시 동대문구1,서울특별시 동대문구 장안동(장평초교 부근),2,2,0,1,1,0,127.073932,37.57414934
서울특별시 도봉구1,서울특별시 도봉구 창동(창림초교 부근),2,2,0,1,1,0,127.0392273,37.64308886
서울특별시 노원구1,서울특별시 노원구 상계동(노원초교 부근),1,7,1,3,2,1,127.0601589,37.67456227
서울특별시 은평구1,서울특별시 은평구 갈현동(갈현초교 부근),3,3,0,1,1,1,126.9163658,37.62004772
서울특별시 은평구2,서울특별시 은평구 구산동(예일초교 부근),2,2,0,1,1,0,126.9150435,37.6094775
서울특별시 양천구1,서울특별시 양천구 목동(서정초교 부근),2,2,0,0,2,0,126.8680088,37.52421137
서울특별시 동작구1,서울특별시 동작구 상도동(신상도초교 부근),2,2,0,1,1,0,126.9439187,37.49888658
서울특별시 동작구2,서울특별시 동작구 대방동(영화초교 부근),2,2,0,0,1,1,126.9321108,37.50893459
부산광역시 영도구1,부산광역시 영도구 신선동1가(영도초교 부근),2,2,0,1,1,0,129.0449841,35.08982588
부산광역시 북구1,부산광역시 북구 만덕동(백산초교 부근),2,2,0,1,1,0,129.031819,35.21208776
부산광역시 해운대구1,부산광역시 해운대구 좌동(신곡초교 부근),2,2,0,2,0,0,129.1829041,35.16945613
부산광역시 해운대구2,부산광역시 해운대구 재송동(신재초교 부근),2,2,0,1,0,1,129.1235483,35.19104815
부산광역시 연제구1,부산광역시 연제구 연산동(동명초교 부근),2,2,0,0,2,0,129.089516,35.17692103
부산광역시 사상구1,부산광역시 사상구 엄궁동(학진초교 부근),2,2,0,0,2,0,128.9741053,35.13395793
대구광역시 수성구1,대구광역시 수성구 만촌동(동원초교 부근),2,2,0,1,1,0,128.6393935,35.86481429
인천광역시 남구1,인천광역시 남구 도화동(대화초교 부근),2,2,0,1,1,0,126.6689337,37.46802342
인천광역시 부평구1,인천광역시 부평구 부평동(부평남초교 부근),2,2,0,1,1,0,126.7215378,37.48679624
