시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도
광주광역시 북구1,광주광역시 북구 두암동(두암주공아파트앞교차 부근),3,3,0,1,2,0,126.9360605,35.16178069
광주광역시 광산구1,광주광역시 광산구 우산동(삼성의료기 부근),4,4,0,2,2,0,126.8024505,35.16695082
광주광역시 광산구2,광주광역시 광산구 소촌동(공무원연수원A 부근),3,5,0,1,4,0,126.7961205,35.15746082
대전광역시 동구1,대전광역시 동구 대동(대동지하차도 부근),5,7,0,2,5,0,127.44487,36.32806932
대전광역시 대덕구1,대전광역시 대덕구 법동(민들레의원 부근),4,5,0,1,4,0,127.4275028,36.37054932
대전광역시 대덕구2,대전광역시 대덕구 비래동(오성빌라 부근),3,3,0,0,3,0,127.4481331,36.35589149
울산광역시 울주군1,울산광역시 울주군 범서읍(구영2차푸르지오 부근),4,4,0,1,3,0,129.2416946,35.57560737
경기도 수원시 장안구1,경기도 수원시 장안구 정자동(동신아파트 부근),5,6,0,3,2,1,126.9942436,37.30065265
경기도 수원시 권선구1,경기도 수원시 권선구 탑동(참산부인과 부근),5,5,0,0,5,0,126.9735815,37.27324423
경기도 수원시 권선구2,경기도 수원시 권선구 권선동(태장면고개사거리 부근),3,3,0,2,1,0,127.0209358,37.26500138
경기도 수원시 영통구1,경기도 수원시 영통구 매탄동(원천한국2차아파트 부근),3,3,0,1,2,0,127.0517188,37.26796133
경기도 성남시 수정구1,경기도 성남시 수정구 태평동(태평오거리 부근),3,3,0,1,2,0,127.1334233,37.44712695
경기도 성남시 중원구1,경기도 성남시 중원구 상대원동(상대원시장앞 부근),4,9,0,4,5,0,127.1584926,37.43685618
경기도 의정부시1,경기도 의정부시 의정부동((가능초등학교앞) 부근),4,4,0,0,3,1,127.0363299,37.74612875
경기도 부천시 소사구1,경기도 부천시 소사구 소사본동(세일마트 부근),5,5,0,1,4,0,126.7929799,37.47810359
경기도 부천시 소사구2,경기도 부천시 소사구 송내동 심곡주공아파트 부근,3,3,0,2,0,1,126.7740861,37.47900063
경기도 광명시1,경기도 광명시 광명동(광명6동삼거리 부근),5,5,0,3,2,0,126.8489614,37.47386161
경기도 평택시1,경기도 평택시 비전동(공설운동장사거리 부근),5,5,0,1,4,0,127.1071026,36.99116514
경기도 평택시2,경기도 평택시 비전동(해바라기약국 부근),3,3,0,0,3,0,127.094453,36.99339843
경기도 안산시 상록구1,경기도 안산시 상록구 본오동(LG텔레콤본오점 부근),3,3,0,2,1,0,126.8665944,37.29691653
경기도 남양주시1,경기도 남양주시 화도읍((송라초중교앞) 부근),3,3,0,1,2,0,127.302053,37.65535122
경기도 남양주시2,경기도 남양주시 호평동(호평동현대아이파크 부근),3,3,0,1,2,0,127.2403576,37.6592601
경기도 시흥시1,경기도 시흥시 거모동(도일삼거리 부근),5,6,0,2,3,1,126.784573,37.34353188
경기도 군포시1,경기도 군포시 산본동(한숲사거리 부근),3,4,0,0,3,1,126.9287635,37.36040687
경기도 군포시2,경기도 군포시 산본동(서강대학교SLP영어학당영어문화원(주) 부근),3,3,0,0,3,0,126.9297531,37.36514312
경기도 용인시 기흥구1,경기도 용인시 기흥구 보정동(죽현마을아이파크죽전 부근),3,3,0,0,3,0,127.1130097,37.31940685
경기도 용인시 수지구1,경기도 용인시 수지구 동천동(우미이노스빌 부근),3,3,0,1,2,0,127.0937931,37.33525387
경기도 파주시1,경기도 파주시 문산읍((축협문산지점) 부근),3,3,0,0,3,0,126.7837492,37.85727273
경기도 이천시1,경기도 이천시 증포동((경기동부과수농협앞교차로) 부근),3,3,0,1,2,0,127.4557612,37.29374352
경기도 이천시2,경기도 이천시 중리동(어린이보호구역 부근),3,3,0,1,2,0,127.44363,37.27736241
경기도 안성시1,경기도 안성시 인지동((인지리사무소앞교차로) 부근),4,5,0,2,3,0,127.268758,37.00399642
경기도 양주시1,경기도 양주시 광사동(소반천B 부근),3,4,0,1,3,0,127.0799635,37.79501658
강원도 원주시1,강원도 원주시 단구동(438교차로 부근),3,3,0,2,1,0,127.9495456,37.32315769
충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동((건영아파트103동) 부근),3,3,0,2,1,0,127.5019234,36.61148922
충청북도 청주시 서원구1,충청북도 청주시 서원구 성화동((지방도594호선구룡로) 부근),3,4,0,3,1,0,127.4473974,36.6172881
충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 복대동(중앙초교앞 부근),3,3,0,3,0,0,127.4263981,36.63477929
충청북도 충주시1,충청북도 충주시 지현동 남산초등학교 부근,3,4,0,1,3,0,127.9363345,36.9614967
충청북도 제천시1,충청북도 제천시 교동((장영도치과) 부근),4,5,0,1,4,0,128.2116284,37.13914379
충청북도 제천시2,충청북도 제천시 장락동(제천여자중학교앞 부근),3,3,0,3,0,0,128.2174116,37.15195916
충청북도 음성군1,충청북도 음성군 대소면(오산교(서측) 부근),3,3,0,0,3,0,127.4873727,36.96759822
충청남도 천안시 동남구1,충청남도 천안시 동남구 구성동(구곡교 부근),3,3,0,1,2,0,127.1632584,36.7907499
충청남도 천안시 동남구2,충청남도 천안시 동남구 청수동(극동아파트 부근),3,3,0,0,1,2,127.1548243,36.78991042
충청남도 천안시 서북구1,충청남도 천안시 서북구 불당동((대동피렌체107동) 부근),3,3,0,2,1,0,127.1096687,36.80657297
충청남도 아산시1,충청남도 아산시 용화동((용화초등학교) 부근),5,5,0,2,2,1,126.9961256,36.77356341
충청남도 논산시1,충청남도 논산시 화지동(하나은행사거리 부근),5,6,0,1,5,0,127.0840952,36.20448058
충청남도 논산시2,충청남도 논산시 취암동(내동사거리 부근),4,4,0,1,3,0,127.0918488,36.19187277
전라북도 전주시 완산구1,전라북도 전주시 완산구 중화산동2가((유)진흥산업 부근),4,4,0,2,2,0,127.1195068,35.81630704
전라북도 전주시 덕진구1,전라북도 전주시 덕진구 인후동2가(안골네거리 부근),4,4,0,2,2,0,127.1569118,35.83639093
